epoch,accuracy,loss
0,0.7890625,0.7010327577590942
1,0.80859375,0.5182196497917175
2,0.80859375,0.46700772643089294
3,0.87109375,0.3779663145542145
4,0.86328125,0.3467760980129242
5,0.87890625,0.34356459975242615
6,0.87109375,0.3277549743652344
7,0.8828125,0.300394743680954
8,0.8984375,0.3078552484512329
9,0.8828125,0.32981401681900024
10,0.90234375,0.2924567759037018
11,0.890625,0.31184449791908264
12,0.85546875,0.3920626938343048
13,0.86328125,0.2902824580669403
14,0.87109375,0.32280489802360535
15,0.8984375,0.2827872037887573
16,0.90625,0.29528969526290894
17,0.8671875,0.3040531575679779
18,0.90234375,0.29249733686447144
19,0.91796875,0.27190640568733215
20,0.8828125,0.2901051640510559
21,0.9140625,0.25835147500038147
22,0.91015625,0.28264763951301575
23,0.8984375,0.30657362937927246
24,0.89453125,0.2917855978012085
25,0.90625,0.2673482894897461
26,0.91015625,0.25362420082092285
27,0.92578125,0.25407686829566956
28,0.90625,0.2833788990974426
29,0.91015625,0.2883637547492981
30,0.90234375,0.2569909989833832
31,0.8984375,0.24106374382972717
32,0.91015625,0.25716257095336914
33,0.91796875,0.27231302857398987
34,0.9140625,0.26237955689430237
35,0.91015625,0.25491946935653687
36,0.91015625,0.24611812829971313
37,0.9140625,0.25198468565940857
38,0.9140625,0.2740321457386017
39,0.9140625,0.2387213110923767
40,0.9140625,0.25505155324935913
41,0.92578125,0.23851045966148376
42,0.91796875,0.25182944536209106
43,0.9140625,0.23003873229026794
44,0.921875,0.24193409085273743
45,0.9296875,0.23545758426189423
46,0.9453125,0.21470803022384644
47,0.9140625,0.251187801361084
48,0.9296875,0.2394590526819229
49,0.92578125,0.26652589440345764
50,0.921875,0.22388839721679688
51,0.91015625,0.23893232643604279
52,0.93359375,0.22307425737380981
53,0.953125,0.18500201404094696
54,0.9453125,0.18591590225696564
55,0.94921875,0.19155769050121307
56,0.9453125,0.19388093054294586
57,0.94921875,0.17770324647426605
58,0.95703125,0.16920456290245056
59,0.9609375,0.16935472190380096
60,0.9609375,0.15052033960819244
61,0.96875,0.15832304954528809
62,0.984375,0.14573323726654053
63,0.97265625,0.15103144943714142
64,0.97265625,0.13126009702682495
65,0.984375,0.1363358050584793
66,0.98046875,0.13391537964344025
67,0.98828125,0.12202472239732742
68,0.98828125,0.11177685111761093
69,0.984375,0.11017218977212906
70,0.98828125,0.10433129221200943
71,0.9921875,0.10572400689125061
72,0.9921875,0.0926995500922203
73,0.9921875,0.09277533739805222
74,0.99609375,0.08760073781013489
75,0.99609375,0.07802994549274445
76,0.99609375,0.07824146747589111
77,0.99609375,0.07426932454109192
78,0.9921875,0.07166747003793716
79,0.99609375,0.07453052699565887
80,0.99609375,0.06379134953022003
81,0.9921875,0.061029478907585144
82,0.99609375,0.05459050089120865
83,0.99609375,0.04571649432182312
84,0.99609375,0.039711106568574905
85,0.99609375,0.038880638778209686
86,0.99609375,0.03233592212200165
87,1.0,0.03509465232491493
88,0.99609375,0.029048383235931396
89,1.0,0.02949201501905918
90,1.0,0.02592634968459606
91,0.99609375,0.022611025720834732
92,1.0,0.02077040821313858
93,0.99609375,0.019753336906433105
94,1.0,0.01788855716586113
95,1.0,0.01959691196680069
96,1.0,0.016311341896653175
97,1.0,0.015580463223159313
98,1.0,0.015291230753064156
99,1.0,0.0127597376704216
100,1.0,0.012815033085644245
101,1.0,0.012403570115566254
102,1.0,0.01149482000619173
103,1.0,0.011398372240364552
104,1.0,0.010889597237110138
105,1.0,0.01023164950311184
106,1.0,0.009996841661632061
107,1.0,0.009136317297816277
108,1.0,0.008991587907075882
109,1.0,0.008234702982008457
110,1.0,0.008112180978059769
111,1.0,0.008255689404904842
112,1.0,0.0074867974035441875
113,1.0,0.007201132830232382
114,1.0,0.006806410849094391
115,1.0,0.00652932096272707
116,1.0,0.006314252968877554
117,1.0,0.00607344601303339
118,1.0,0.005924740806221962
119,1.0,0.00571559788659215
120,1.0,0.005372008308768272
121,1.0,0.005188392009586096
122,1.0,0.005140720400959253
123,1.0,0.004848118871450424
124,1.0,0.004811938386410475
125,1.0,0.0045219589956104755
126,1.0,0.00439134007319808
127,1.0,0.00425436906516552
128,1.0,0.0042256941087543964
129,1.0,0.0039904238656163216
130,1.0,0.0039936089888215065
131,1.0,0.0037722548004239798
132,1.0,0.0036630979739129543
133,1.0,0.0034895469434559345
134,1.0,0.0034894482232630253
135,1.0,0.0034740855917334557
136,1.0,0.0032597139943391085
137,1.0,0.003247956745326519
138,1.0,0.0031966485548764467
139,1.0,0.002964793937280774
140,1.0,0.002911775140091777
141,1.0,0.002876223996281624
142,1.0,0.002831637393683195
143,1.0,0.0026535389479249716
144,1.0,0.002605461748316884
145,1.0,0.002505693817511201
146,1.0,0.002488085301592946
147,1.0,0.002360337181016803
148,1.0,0.002366977045312524
149,1.0,0.002254725433886051
150,1.0,0.0021881391294300556
151,1.0,0.0021175171714276075
152,1.0,0.002073878888040781
153,1.0,0.0020408337004482746
154,1.0,0.002060321858152747
155,1.0,0.0019406579667702317
156,1.0,0.0018768380396068096
157,1.0,0.0018122752662748098
158,1.0,0.0017797390464693308
159,1.0,0.001723380875773728
160,1.0,0.0016844493802636862
161,1.0,0.0016573247266933322
162,1.0,0.001594738569110632
163,1.0,0.0015696972841396928
164,1.0,0.0015445637982338667
165,1.0,0.0015088956570252776
166,1.0,0.0014790010172873735
167,1.0,0.0014086763840168715
168,1.0,0.001381874899379909
169,1.0,0.0013387369690462947
170,1.0,0.0013455507578328252
171,1.0,0.0012877656845375896
172,1.0,0.0012653262820094824
173,1.0,0.0012224724050611258
174,1.0,0.0011939803371205926
175,1.0,0.0011553970398381352
176,1.0,0.0011467572767287493
177,1.0,0.0011170743964612484
178,1.0,0.001079806825146079
179,1.0,0.0010814733104780316
180,1.0,0.0010711917420849204
181,1.0,0.0010133609175682068
182,1.0,0.001003120094537735
183,1.0,0.0009948724182322621
184,1.0,0.0009396100649610162
185,1.0,0.0009494461701251566
186,1.0,0.0008962030988186598
187,1.0,0.0008870100136846304
188,1.0,0.0008759144111536443
189,1.0,0.0008636123384349048
190,1.0,0.0008451152825728059
191,1.0,0.0007993606268428266
192,1.0,0.0007899021729826927
193,1.0,0.0007786817732267082
194,1.0,0.0007652271306142211
195,1.0,0.0007380103343166411
196,1.0,0.0007215567748062313
197,1.0,0.0007209877367131412
198,1.0,0.0007073506130836904
199,1.0,0.000687473569996655
200,1.0,0.0006667381385341287
201,1.0,0.000650402216706425
202,1.0,0.000651004200335592
203,1.0,0.0006261442904360592
204,1.0,0.0006187284598127007
205,1.0,0.000601298117544502
206,1.0,0.0005822711391374469
207,1.0,0.0005755734746344388
208,1.0,0.0005701725021935999
209,1.0,0.000553365855012089
210,1.0,0.0005478115635924041
211,1.0,0.0005344252567738295
212,1.0,0.0005179370054975152
213,1.0,0.0005048176390118897
214,1.0,0.0005025962018407881
215,1.0,0.0004925424582324922
216,1.0,0.00047862931387498975
217,1.0,0.0004658578254748136
218,1.0,0.00046011636732146144
219,1.0,0.00044899870408698916
220,1.0,0.0004529976868070662
221,1.0,0.0004335368284955621
222,1.0,0.0004237073299009353
223,1.0,0.00040870351949706674
224,1.0,0.0004061013460159302
225,1.0,0.0003996920713689178
226,1.0,0.0003880712029058486
227,1.0,0.00038702291203662753
228,1.0,0.00037235664785839617
