epoch,accuracy,loss
0,0.08984375,1.6393485069274902
1,0.76953125,1.1896677017211914
2,0.80859375,0.9109337329864502
3,0.80859375,0.7789312601089478
4,0.80859375,0.7128831148147583
5,0.80859375,0.6834942102432251
6,0.80859375,0.6673149466514587
7,0.80859375,0.6571521759033203
8,0.80859375,0.6487783789634705
9,0.80859375,0.6443259119987488
10,0.80859375,0.6399901509284973
11,0.80859375,0.6358900666236877
12,0.80859375,0.6330365538597107
13,0.80859375,0.6290093660354614
14,0.80859375,0.6271282434463501
15,0.80859375,0.6237013936042786
16,0.80859375,0.6221204400062561
17,0.80859375,0.6201984286308289
18,0.80859375,0.6167200207710266
19,0.80859375,0.6148529648780823
20,0.80859375,0.6131923794746399
21,0.80859375,0.6104553937911987
22,0.80859375,0.609994113445282
23,0.80859375,0.606266975402832
24,0.80859375,0.6042843461036682
25,0.80859375,0.6021555066108704
26,0.80859375,0.6015710830688477
27,0.80859375,0.5982465147972107
28,0.80859375,0.5966423153877258
29,0.80859375,0.5945037007331848
30,0.80859375,0.5935732126235962
31,0.80859375,0.5908929109573364
32,0.80859375,0.5884130597114563
33,0.80859375,0.5872463583946228
34,0.80859375,0.5864675045013428
35,0.80859375,0.5833163857460022
36,0.80859375,0.5819389224052429
37,0.80859375,0.5793583393096924
38,0.80859375,0.5796239972114563
39,0.80859375,0.5760749578475952
40,0.80859375,0.5770670175552368
41,0.80859375,0.5719606876373291
42,0.80859375,0.5712472200393677
43,0.80859375,0.5680055022239685
44,0.80859375,0.5664232969284058
45,0.80859375,0.5649465322494507
46,0.80859375,0.5630645155906677
47,0.80859375,0.5625532865524292
48,0.80859375,0.5599648952484131
49,0.80859375,0.5572515726089478
50,0.80859375,0.555959165096283
51,0.80859375,0.5538806319236755
52,0.80859375,0.5516663193702698
53,0.80859375,0.5507345199584961
54,0.80859375,0.5483362078666687
55,0.80859375,0.5477403998374939
56,0.80859375,0.545234739780426
57,0.80859375,0.5445375442504883
58,0.80859375,0.5418573021888733
59,0.80859375,0.5397334098815918
60,0.80859375,0.5375673770904541
61,0.80859375,0.536329448223114
62,0.80859375,0.534760594367981
63,0.80859375,0.5330842137336731
64,0.80859375,0.530917763710022
65,0.80859375,0.5290692448616028
66,0.80859375,0.5276299715042114
67,0.80859375,0.5266521573066711
68,0.80859375,0.5254654288291931
69,0.80859375,0.5220298171043396
70,0.80859375,0.5205783247947693
71,0.80859375,0.5199810862541199
72,0.80859375,0.5172358751296997
73,0.80859375,0.5164663195610046
74,0.80859375,0.5138778686523438
75,0.80859375,0.5127297639846802
76,0.80859375,0.5107401013374329
77,0.80859375,0.5098239779472351
78,0.80859375,0.508012592792511
79,0.80859375,0.5069501399993896
80,0.80859375,0.5073450803756714
81,0.80859375,0.5030418038368225
82,0.80859375,0.5011825561523438
83,0.80859375,0.49907800555229187
84,0.80859375,0.49778732657432556
85,0.80859375,0.49712061882019043
86,0.80859375,0.4951780438423157
87,0.80859375,0.4939139485359192
88,0.80859375,0.4924495816230774
89,0.80859375,0.49009576439857483
90,0.80859375,0.4892534911632538
91,0.80859375,0.48852992057800293
92,0.80859375,0.4868758022785187
93,0.80859375,0.48463910818099976
94,0.80859375,0.482839435338974
95,0.80859375,0.4817126393318176
96,0.80859375,0.4801994264125824
97,0.80859375,0.4790172576904297
98,0.80859375,0.4775010645389557
99,0.80859375,0.47548356652259827
100,0.80859375,0.4744536280632019
101,0.80859375,0.47226226329803467
102,0.80859375,0.4725145697593689
103,0.80859375,0.47047093510627747
104,0.80859375,0.468538373708725
105,0.80859375,0.46687230467796326
106,0.80859375,0.46665292978286743
107,0.80859375,0.46430590748786926
108,0.80859375,0.4633578658103943
109,0.80859375,0.4619191586971283
110,0.80859375,0.4607466757297516
111,0.80859375,0.46049854159355164
112,0.80859375,0.45781388878822327
113,0.80859375,0.4567643702030182
114,0.80859375,0.45519694685935974
115,0.80859375,0.45405125617980957
116,0.80859375,0.4523351490497589
117,0.80859375,0.4509299695491791
118,0.80859375,0.4497086703777313
119,0.80859375,0.4488946795463562
120,0.80859375,0.44761890172958374
121,0.80859375,0.44671109318733215
122,0.80859375,0.4458948075771332
123,0.80859375,0.4444878101348877
124,0.80859375,0.44363853335380554
125,0.80859375,0.441536545753479
126,0.80859375,0.4400431513786316
127,0.80859375,0.44143247604370117
