epoch,accuracy,loss
0,0.7734375,0.9556085467338562
1,0.81640625,0.5918862223625183
2,0.8125,0.45817750692367554
3,0.84765625,0.4046812951564789
4,0.8359375,0.40030720829963684
5,0.875,0.3277439773082733
6,0.875,0.34496331214904785
7,0.8984375,0.3047696650028229
8,0.8828125,0.32391637563705444
9,0.86328125,0.4085870683193207
10,0.8515625,0.4156925082206726
11,0.88671875,0.333185613155365
12,0.90234375,0.28266093134880066
13,0.9140625,0.2819643020629883
14,0.890625,0.273910790681839
15,0.90625,0.2766231298446655
16,0.90625,0.28178778290748596
17,0.91015625,0.2774445712566376
18,0.91796875,0.26043882966041565
19,0.9140625,0.2504514157772064
20,0.90234375,0.27266204357147217
21,0.90625,0.291715145111084
22,0.890625,0.31422004103660583
23,0.89453125,0.27183791995048523
24,0.91015625,0.29686975479125977
25,0.90625,0.2839277684688568
26,0.90625,0.2662595212459564
27,0.91015625,0.26864057779312134
28,0.9375,0.2249239832162857
29,0.90234375,0.2757616341114044
30,0.921875,0.25652557611465454
31,0.8828125,0.28424161672592163
32,0.89453125,0.3170382082462311
33,0.88671875,0.2928861975669861
34,0.89453125,0.27254876494407654
35,0.91015625,0.268230140209198
36,0.87890625,0.31693026423454285
37,0.89453125,0.28776881098747253
38,0.91015625,0.25206834077835083
39,0.9375,0.24135597050189972
40,0.89453125,0.25914061069488525
41,0.9140625,0.247895747423172
42,0.91015625,0.25291380286216736
43,0.88671875,0.27930179238319397
44,0.90625,0.25510668754577637
45,0.9140625,0.2500608563423157
46,0.90625,0.25300198793411255
47,0.90234375,0.2632552981376648
48,0.9375,0.23096653819084167
49,0.92578125,0.22072938084602356
50,0.94921875,0.20805127918720245
51,0.94921875,0.20175057649612427
52,0.94921875,0.21185916662216187
53,0.94140625,0.20323678851127625
54,0.9453125,0.19571030139923096
55,0.94140625,0.17619481682777405
56,0.95703125,0.18770988285541534
57,0.94140625,0.17255964875221252
58,0.96875,0.16597649455070496
59,0.94921875,0.16876175999641418
60,0.94921875,0.15384064614772797
61,0.96875,0.14961090683937073
62,0.96875,0.13250675797462463
63,0.96484375,0.1310829073190689
64,0.95703125,0.13875511288642883
65,0.97265625,0.11272534728050232
66,0.984375,0.10499949753284454
67,0.98828125,0.09695056825876236
68,0.984375,0.08785434067249298
69,0.9765625,0.0908510610461235
70,0.99609375,0.07833939790725708
71,0.9921875,0.08266688883304596
72,0.9921875,0.05797487124800682
73,0.99609375,0.05407077446579933
74,1.0,0.04779176041483879
75,0.99609375,0.0481850802898407
76,0.99609375,0.04356610029935837
77,0.99609375,0.04507403448224068
78,0.99609375,0.03717349097132683
79,0.99609375,0.03675399348139763
80,0.99609375,0.031996674835681915
81,1.0,0.026992660015821457
82,1.0,0.026340490207076073
83,1.0,0.02461915649473667
84,1.0,0.02539142221212387
85,1.0,0.020750142633914948
86,1.0,0.022067422047257423
87,1.0,0.020420243963599205
88,1.0,0.018983062356710434
89,1.0,0.017571743577718735
90,1.0,0.0163229051977396
91,1.0,0.015614096075296402
92,1.0,0.014612975530326366
93,1.0,0.013271396048367023
94,1.0,0.013075537048280239
95,1.0,0.013476387597620487
96,1.0,0.011874677613377571
97,1.0,0.011087859980762005
98,1.0,0.010183962062001228
99,1.0,0.009742951951920986
100,1.0,0.009757550433278084
101,1.0,0.009158658795058727
102,1.0,0.009003412909805775
103,1.0,0.00877258088439703
104,1.0,0.0087117999792099
105,1.0,0.00808118749409914
106,1.0,0.00731794023886323
107,1.0,0.007300172001123428
108,1.0,0.006876668892800808
109,1.0,0.006852538324892521
110,1.0,0.006496577523648739
111,1.0,0.0061263153329491615
112,1.0,0.005738568492233753
113,1.0,0.0057518575340509415
114,1.0,0.005625562742352486
115,1.0,0.0055782427079975605
116,1.0,0.0052941027097404
117,1.0,0.004976057447493076
118,1.0,0.004785258788615465
119,1.0,0.004633787088096142
120,1.0,0.004485934041440487
121,1.0,0.004363127518445253
122,1.0,0.004190478008240461
123,1.0,0.0039884611032903194
124,1.0,0.0038294605910778046
125,1.0,0.003767335554584861
126,1.0,0.003828925546258688
127,1.0,0.003597028786316514
128,1.0,0.0035075030755251646
129,1.0,0.0033463293220847845
130,1.0,0.0032596264500170946
131,1.0,0.0032460999209433794
132,1.0,0.0030867080204188824
133,1.0,0.003067243145778775
134,1.0,0.0029361688066273928
135,1.0,0.002887098817154765
136,1.0,0.002736757043749094
137,1.0,0.0027205143123865128
138,1.0,0.0027098306454718113
139,1.0,0.0025167749263346195
140,1.0,0.002419648692011833
141,1.0,0.002378069795668125
142,1.0,0.002383917337283492
143,1.0,0.0023328217212110758
144,1.0,0.002258540131151676
145,1.0,0.002150842687115073
146,1.0,0.0020391657017171383
147,1.0,0.002043573185801506
148,1.0,0.0020099992398172617
149,1.0,0.00196257047355175
150,1.0,0.0019166335696354508
151,1.0,0.0018228107364848256
