epoch,loss,mae
0,121.51781463623047,8.509115219116211
1,26.4050350189209,3.832956552505493
2,18.140750885009766,3.2829947471618652
3,14.403265953063965,2.932755708694458
4,11.459552764892578,2.589505434036255
5,10.192453384399414,2.4562244415283203
6,8.086268424987793,2.180982828140259
7,7.066533088684082,2.0444562435150146
8,5.926788806915283,1.871110200881958
9,4.901157855987549,1.6947381496429443
10,4.1298980712890625,1.5616658926010132
11,3.3720333576202393,1.3772605657577515
12,2.8355743885040283,1.2743781805038452
13,2.3258023262023926,1.156169056892395
14,1.8598809242248535,1.0216007232666016
15,1.5989750623703003,0.9532171487808228
16,1.3306200504302979,0.8800423741340637
17,1.1106635332107544,0.7950907349586487
18,0.9213720560073853,0.735400378704071
19,0.77036052942276,0.6741935014724731
20,0.6826456785202026,0.643635094165802
21,0.5774997472763062,0.587723433971405
22,0.5136300325393677,0.558284342288971
23,0.4170912504196167,0.5049378275871277
24,0.35957446694374084,0.46503645181655884
25,0.3118624687194824,0.43839791417121887
26,0.3025093972682953,0.4278434216976166
27,0.3063437342643738,0.43295055627822876
28,0.23521944880485535,0.3863084316253662
29,0.1940104365348816,0.34332194924354553
30,0.21149051189422607,0.36169111728668213
31,0.16018564999103546,0.313630610704422
32,0.15913638472557068,0.3112986087799072
33,0.1499917358160019,0.2994845509529114
34,0.15185433626174927,0.30772313475608826
35,0.12734127044677734,0.2801939845085144
36,0.11662593483924866,0.26361432671546936
37,0.13948442041873932,0.28761813044548035
38,0.08419594168663025,0.22576627135276794
39,0.10332004725933075,0.24802415072917938
40,0.08153775334358215,0.21928028762340546
41,0.07596327364444733,0.2083166390657425
42,0.08117116242647171,0.22373491525650024
43,0.0782860517501831,0.2106505036354065
44,0.09626428037881851,0.24770031869411469
45,0.08049272000789642,0.22119082510471344
46,0.10481243580579758,0.25677308440208435
47,0.10430822521448135,0.25517594814300537
48,0.06311562657356262,0.19476261734962463
49,0.05477869138121605,0.1830856204032898
50,0.06779474765062332,0.2060544639825821
51,0.03934190794825554,0.1553088277578354
52,0.06486169248819351,0.20072826743125916
53,0.07265771180391312,0.207991361618042
54,0.06160494685173035,0.1965326964855194
55,0.05758322402834892,0.18633995950222015
56,0.062043625861406326,0.1952209323644638
57,0.04975791648030281,0.17296968400478363
58,0.05064839497208595,0.17800717055797577
59,0.1283637136220932,0.2695668041706085
60,0.13140012323856354,0.2781219184398651
61,0.09248732775449753,0.24401339888572693
62,0.05128132551908493,0.18003718554973602
63,0.03947349265217781,0.1569993495941162
64,0.055146753787994385,0.1787429302930832
65,0.10783541202545166,0.2457997351884842
66,0.06951647251844406,0.21154500544071198
67,0.03520960733294487,0.14854265749454498
68,0.04700674116611481,0.17159366607666016
69,0.04078748822212219,0.15712085366249084
70,0.1129278689622879,0.2673078775405884
71,0.08757569640874863,0.2381976693868637
72,0.07344137132167816,0.21826331317424774
73,0.10445262491703033,0.25289568305015564
74,0.05816919356584549,0.18973951041698456
75,0.05384577065706253,0.18258509039878845
76,0.04115641862154007,0.15665274858474731
77,0.04151337593793869,0.15999236702919006
78,0.09459152817726135,0.24261635541915894
79,0.3310264050960541,0.41952428221702576
80,0.08697211742401123,0.22900840640068054
81,0.072332002222538,0.20906321704387665
82,0.03401512652635574,0.14140498638153076
83,0.031811490654945374,0.13998587429523468
84,0.025492211803793907,0.1257110834121704
85,0.021079471334815025,0.11246608197689056
86,0.022238686680793762,0.11658713221549988
87,0.02193537913262844,0.1165042594075203
88,0.0253389161080122,0.12651951611042023
89,0.0340992733836174,0.14604808390140533
90,0.04984692484140396,0.1692931205034256
91,0.11956552416086197,0.2678748071193695
92,0.12315059453248978,0.27799853682518005
93,0.062130436301231384,0.19625861942768097
94,0.08875689655542374,0.2287871539592743
95,0.23231792449951172,0.3724272549152374
96,0.12945084273815155,0.2852892577648163
97,0.0761488527059555,0.21658410131931305
98,0.12002202123403549,0.2688489556312561
99,0.10845901817083359,0.2648851275444031
