,Loss,Accuracy
0,0.3061942756175995,0.8125
1,0.49006521701812744,0.8125
2,0.4200349450111389,0.8125
3,0.1959397792816162,0.8125
4,0.26447904109954834,0.8125
5,0.3416084051132202,0.8125
6,0.2592470347881317,0.8125
7,0.17777855694293976,0.8125
8,0.21235299110412598,0.8125
9,0.2607468068599701,0.8125
10,0.246271014213562,0.8125
11,0.19267931580543518,0.8125
12,0.1659184992313385,0.8125
13,0.19075751304626465,0.8125
14,0.21100257337093353,0.8125
15,0.19108366966247559,0.8125
16,0.1582053303718567,0.8125
17,0.15223056077957153,0.8125
18,0.16871705651283264,0.8125
19,0.17506173253059387,0.8125
20,0.15989163517951965,0.8125
21,0.1399066150188446,0.8125
22,0.13571323454380035,0.8125
23,0.14451384544372559,0.8125
24,0.14658212661743164,0.8125
25,0.13531260192394257,0.8125
26,0.12326285988092422,0.8125
27,0.12200839817523956,0.8125
28,0.1269046664237976,0.8125
29,0.12671849131584167,0.8125
30,0.11942856013774872,0.8125
31,0.11289510875940323,0.8125
32,0.11325833201408386,0.8125
33,0.11669641733169556,0.8125
34,0.11606279015541077,0.8125
35,0.1114514023065567,0.8125
36,0.10877896845340729,0.8125
37,0.11043201386928558,0.8125
38,0.1125464141368866,0.8125
39,0.11152617633342743,0.8125
40,0.1088675782084465,0.8125
41,0.1082109659910202,0.8125
42,0.10982069373130798,0.8125
43,0.11063103377819061,0.8125
44,0.10926602780818939,0.8125
45,0.10780571401119232,0.8125
46,0.10809370130300522,0.8125
47,0.10900072008371353,0.8125
48,0.10862144082784653,0.8125
49,0.10725905746221542,0.8125
50,0.10661554336547852,0.8125
51,0.10696311295032501,0.8125
52,0.10692842304706573,0.8125
53,0.10593216121196747,0.8125
54,0.10499811172485352,0.8125
55,0.10485094785690308,0.8125
56,0.10480310767889023,0.8125
57,0.10410818457603455,0.8125
58,0.10318487882614136,0.8125
59,0.10274595022201538,0.8125
60,0.10256478935480118,0.8125
61,0.10199927538633347,0.8125
62,0.10115216672420502,0.8125
63,0.10057072341442108,0.8125
64,0.1002139300107956,0.8125
65,0.09960807114839554,0.8125
66,0.09874118864536285,0.8125
67,0.0980033129453659,0.8125
68,0.09741318225860596,0.8125
69,0.09662751853466034,0.8125
70,0.09561753273010254,0.8125
71,0.0946679338812828,0.8125
72,0.09378679096698761,0.8125
73,0.09272488951683044,0.8125
74,0.09148968011140823,0.8125
75,0.09028658270835876,0.8125
76,0.08906985074281693,0.8125
77,0.08766007423400879,0.8125
78,0.0861232727766037,0.8125
79,0.08457528799772263,0.8125
80,0.08289605379104614,0.8125
81,0.08100256323814392,0.8125
82,0.07900386303663254,0.8125
83,0.0768859013915062,0.8125
84,0.07453057914972305,0.8125
85,0.07200238853693008,0.8125
86,0.06936722993850708,0.8125
87,0.066551074385643,0.8125
88,0.06366116553544998,0.8125
89,0.060935068875551224,0.8125
90,0.05845528095960617,0.8125
91,0.05630612000823021,0.8125
92,0.05453167110681534,0.8125
93,0.053045108914375305,0.8125
94,0.051800280809402466,0.8125
95,0.050685301423072815,0.8125
96,0.049602121114730835,0.8125
97,0.048522211611270905,0.8125
98,0.04729759693145752,0.8125
99,0.04583650827407837,0.8125
100,0.044203221797943115,0.8125
101,0.04257563501596451,0.8125
102,0.04129018634557724,0.8125
103,0.040571779012680054,0.8125
104,0.0403645858168602,0.8125
105,0.04033185914158821,0.8125
106,0.03991641849279404,0.8125
107,0.038913529366254807,0.8125
108,0.03756485879421234,0.8125
109,0.0363859161734581,0.8125
110,0.035710401833057404,0.8125
111,0.03551547974348068,0.8125
112,0.03537620231509209,0.8125
113,0.0349259190261364,0.8125
114,0.03409159183502197,0.8125
115,0.033171117305755615,0.8125
116,0.032513320446014404,0.8125
117,0.03221655637025833,0.8125
118,0.03200560063123703,0.8125
119,0.03155228868126869,0.8125
120,0.030878821387887,0.8125
121,0.030274316668510437,0.8125
122,0.02990121580660343,0.875
123,0.029638316482305527,0.875
124,0.02929907664656639,0.875
125,0.02884012460708618,0.875
126,0.028367560356855392,0.875
127,0.02799162268638611,0.875
128,0.0276917926967144,0.875
129,0.027367113158106804,0.875
130,0.02699952758848667,0.875
131,0.026647282764315605,0.875
132,0.026336751878261566,0.875
133,0.026036009192466736,0.875
134,0.025710180401802063,0.875
135,0.02537219040095806,0.875
136,0.02505471557378769,0.875
137,0.02475154399871826,0.875
138,0.024435944855213165,0.875
139,0.024113649502396584,0.875
140,0.02380235120654106,0.875
141,0.023489799350500107,0.875
142,0.023160837590694427,0.875
143,0.022824930027127266,0.875
144,0.022498108446598053,0.875
145,0.022175831720232964,0.875
146,0.021836668252944946,0.875
147,0.0214782003313303,0.875
148,0.02112429589033127,0.875
149,0.02077990397810936,0.875
150,0.020419692620635033,0.875
151,0.02003445476293564,0.875
152,0.01964595913887024,0.875
153,0.01926828920841217,0.875
154,0.018887903541326523,0.875
155,0.018491405993700027,0.875
156,0.01808975264430046,0.875
157,0.017700672149658203,0.875
158,0.017321260645985603,0.875
159,0.0169389471411705,0.875
160,0.016557592898607254,0.875
161,0.016190581023693085,0.875
162,0.015839792788028717,0.875
163,0.015499923378229141,0.875
164,0.015173083171248436,0.875
165,0.014864634722471237,0.875
166,0.01457301713526249,0.875
167,0.014295067638158798,0.875
168,0.014034435153007507,0.875
169,0.0137947928160429,0.875
170,0.0135728120803833,0.875
171,0.013365523889660835,0.875
172,0.013175306841731071,0.875
173,0.013002438470721245,0.875
174,0.012841179966926575,0.875
175,0.012685917317867279,0.875
176,0.01253262348473072,0.875
177,0.012375439517199993,0.875
178,0.012209991924464703,0.875
179,0.012037943117320538,0.875
180,0.011863762512803078,0.875
181,0.011691340245306492,0.875
182,0.011525641195476055,0.875
183,0.011370842345058918,0.875
184,0.011226722970604897,0.875
185,0.011091351509094238,0.875
186,0.010963903740048409,0.875
187,0.010842218063771725,0.875
188,0.010722992941737175,0.875
189,0.010604782029986382,0.875
190,0.010487320832908154,0.875
191,0.010369908064603806,0.875
192,0.010252685286104679,0.875
193,0.010136924684047699,0.875
194,0.010023443959653378,0.875
195,0.009912820532917976,0.875
196,0.00980621762573719,0.875
197,0.009704140946269035,0.875
198,0.009606140665709972,0.875
199,0.00951191782951355,0.875
200,0.00942090805619955,0.875
201,0.009332016110420227,0.875
202,0.009244374930858612,0.875
203,0.009157586842775345,0.875
204,0.009071378037333488,0.875
205,0.00898575596511364,0.875
206,0.008901256136596203,0.875
207,0.00881827063858509,0.875
208,0.008737070485949516,0.875
209,0.008658046834170818,0.875
210,0.00858125276863575,0.875
211,0.00850652251392603,0.875
212,0.008433686569333076,0.875
213,0.008362487889826298,0.875
214,0.008292621932923794,0.875
215,0.00822393037378788,0.875
216,0.0081563675776124,0.875
217,0.00809005182236433,0.875
218,0.008025359362363815,0.875
219,0.007963757030665874,0.875
220,0.007907378487288952,0.875
221,0.007867547683417797,0.875
222,0.007851585745811462,0.875
223,0.007962459698319435,0.875
224,0.008053218945860863,0.875
225,0.008733280934393406,0.875
226,0.008000447414815426,0.875
227,0.007572251372039318,0.875
228,0.007614092901349068,0.875
229,0.008040833286941051,0.875
230,0.01031729020178318,0.875
231,0.00826006755232811,0.875
232,0.00831613503396511,0.875
233,0.010543031617999077,0.875
234,0.007612613029778004,0.875
235,0.010671146214008331,0.875
236,0.017281444743275642,0.875
237,0.008945370092988014,0.875
238,0.014653025195002556,0.875
239,0.008916175924241543,0.875
240,0.012788248248398304,0.875
241,0.008781439624726772,0.875
242,0.008000907488167286,0.875
243,0.008542108349502087,0.875
244,0.008657936938107014,0.875
245,0.008837799541652203,0.875
246,0.009922239929437637,0.875
247,0.007829936221241951,0.875
248,0.009594968520104885,0.875
249,0.008474571630358696,0.875
250,0.009123565629124641,0.875
251,0.008270446211099625,0.875
252,0.008486154489219189,0.875
253,0.0068334355019032955,0.875
254,0.008273410610854626,0.875
255,0.006818742491304874,0.875
256,0.007928489707410336,0.875
257,0.006889079697430134,0.875
258,0.007213912904262543,0.875
259,0.006905070506036282,0.875
260,0.0066707544028759,0.875
261,0.007109605707228184,0.875
262,0.006489987950772047,0.875
263,0.00688440864905715,0.875
264,0.00630091642960906,0.875
265,0.006544599775224924,0.875
266,0.006275230087339878,0.875
267,0.006502136588096619,0.875
